Date,Open,High,Low,Close,Adj Close,Volume
2016/11/2,778.200012,781.650024,763.450012,768.700012,768.700012,1872400
2016/11/3,767.25,769.950012,759.030029,762.130005,762.130005,1943200
2016/11/4,750.659973,770.359985,750.560974,762.02002,762.02002,2134800
2016/11/7,774.5,785.190002,772.549988,782.52002,782.52002,1585100
2016/11/8,783.400024,795.632996,780.190002,790.51001,790.51001,1350800
2016/11/9,779.940002,791.22699,771.669983,785.309998,785.309998,2607100
2016/11/10,791.169983,791.169983,752.179993,762.559998,762.559998,4745200
2016/11/11,756.539978,760.780029,750.380005,754.02002,754.02002,2431800
2016/11/14,755.599976,757.849976,727.539978,736.080017,736.080017,3631700
2016/11/15,746.969971,764.416016,746.969971,758.48999,758.48999,2384000
2016/11/16,755.200012,766.359985,750.51001,764.47998,764.47998,1465200
2016/11/17,766.919983,772.700012,764.22998,771.22998,771.22998,1304000
2016/11/18,771.369995,775,760,760.539978,760.539978,1547100
2016/11/21,762.609985,769.700012,760.599976,769.200012,769.200012,1330600
2016/11/22,772.630005,776.960022,767,768.27002,768.27002,1593100
2016/11/23,767.72998,768.28302,755.25,760.98999,760.98999,1477400
2016/11/25,764.26001,765,760.52002,761.679993,761.679993,587400
2016/11/28,760,779.530029,759.799988,768.23999,768.23999,2188200
2016/11/29,771.530029,778.5,768.23999,770.840027,770.840027,1616600
2016/11/30,770.070007,772.98999,754.830017,758.039978,758.039978,2392900
2016/12/1,757.440002,759.849976,737.025024,747.919983,747.919983,3017900
2016/12/2,744.590027,754,743.099976,750.5,750.5,1452500
2016/12/5,757.710022,763.900024,752.900024,762.52002,762.52002,1394200
2016/12/6,764.72998,768.830017,757.340027,759.109985,759.109985,1690700
2016/12/7,761,771.359985,755.799988,771.190002,771.190002,1761000
2016/12/8,772.47998,778.179993,767.22998,776.419983,776.419983,1488100
2016/12/9,780,789.429993,779.020996,789.289978,789.289978,1821900
2016/12/12,785.039978,791.25,784.35498,789.27002,789.27002,2104100
2016/12/13,793.900024,804.380005,793.340027,796.099976,796.099976,2145200
2016/12/14,797.400024,804,794.01001,797.070007,797.070007,1704200
2016/12/15,797.340027,803,792.919983,797.849976,797.849976,1626500
2016/12/16,800.400024,800.856018,790.289978,790.799988,790.799988,2428300
2016/12/19,790.219971,797.659973,786.27002,794.200012,794.200012,1232100
2016/12/20,796.76001,798.650024,793.27002,796.419983,796.419983,951000
2016/12/21,795.840027,796.676025,787.099976,794.559998,794.559998,1211300
2016/12/22,792.359985,793.320007,788.580017,791.26001,791.26001,972200
2016/12/23,790.900024,792.73999,787.280029,789.909973,789.909973,623400
2016/12/27,790.679993,797.859985,787.656982,791.549988,791.549988,789100
2016/12/28,793.700012,794.22998,783.200012,785.049988,785.049988,1153800
2016/12/29,783.330017,785.929993,778.919983,782.789978,782.789978,742200
2016/12/30,782.75,782.780029,770.409973,771.820007,771.820007,1770000
2017/1/3,778.809998,789.630005,775.799988,786.140015,786.140015,1657300
2017/1/4,788.359985,791.340027,783.159973,786.900024,786.900024,1073000
2017/1/5,786.080017,794.47998,785.02002,794.02002,794.02002,1335200
2017/1/6,795.26001,807.900024,792.203979,806.150024,806.150024,1640200
2017/1/9,806.400024,809.966003,802.830017,806.650024,806.650024,1272400
2017/1/10,807.859985,809.130005,803.51001,804.789978,804.789978,1176800
2017/1/11,805,808.150024,801.369995,807.909973,807.909973,1065900
2017/1/12,807.140015,807.390015,799.169983,806.359985,806.359985,1353100
2017/1/13,807.47998,811.223999,806.690002,807.880005,807.880005,1099200
2017/1/17,807.080017,807.140015,800.369995,804.609985,804.609985,1355800
2017/1/18,805.809998,806.205017,800.98999,806.070007,806.070007,1294400
2017/1/19,805.119995,809.47998,801.799988,802.174988,802.174988,919300
2017/1/20,806.909973,806.909973,801.690002,805.02002,805.02002,1670000
2017/1/23,807.25,820.869995,803.73999,819.309998,819.309998,1963600
2017/1/24,822.299988,825.900024,817.820984,823.869995,823.869995,1474000
2017/1/25,829.619995,835.77002,825.059998,835.669983,835.669983,1494500
2017/1/26,837.809998,838,827.01001,832.150024,832.150024,2973900
2017/1/27,834.710022,841.950012,820.440002,823.309998,823.309998,2965800
2017/1/30,814.659973,815.840027,799.799988,802.320007,802.320007,3246600
2017/1/31,796.859985,801.25,790.52002,796.789978,796.789978,2160600
2017/2/1,799.679993,801.190002,791.190002,795.695007,795.695007,2029700
2017/2/2,793.799988,802.700012,792,798.530029,798.530029,1532100
2017/2/3,802.98999,806,800.369995,801.48999,801.48999,1463400
2017/2/6,799.700012,801.669983,795.25,801.340027,801.340027,1184500
2017/2/7,803.98999,810.5,801.780029,806.969971,806.969971,1241200
2017/2/8,807,811.840027,803.190002,808.380005,808.380005,1155300
2017/2/9,809.51001,810.659973,804.539978,809.559998,809.559998,989700
2017/2/10,811.700012,815.25,809.780029,813.669983,813.669983,1135000
2017/2/13,816,820.958984,815.48999,819.23999,819.23999,1213300
2017/2/14,819,823,816,820.450012,820.450012,1053600
2017/2/15,819.359985,823,818.469971,818.97998,818.97998,1313600
2017/2/16,819.929993,824.400024,818.97998,824.159973,824.159973,1287600
2017/2/17,823.02002,828.070007,821.655029,828.070007,828.070007,1611000
2017/2/21,828.659973,833.450012,828.349976,831.659973,831.659973,1262300
2017/2/22,828.659973,833.25,828.640015,830.76001,830.76001,982900
2017/2/23,830.119995,832.460022,822.880005,831.330017,831.330017,1472800
2017/2/24,827.72998,829,824.200012,828.640015,828.640015,1392200
2017/2/27,824.549988,830.5,824,829.280029,829.280029,1101500
2017/2/28,825.609985,828.539978,820.200012,823.210022,823.210022,2260800
2017/3/1,828.849976,836.255005,827.26001,835.23999,835.23999,1496500
2017/3/2,833.849976,834.51001,829.640015,830.630005,830.630005,942500
2017/3/3,830.559998,831.359985,825.750977,829.080017,829.080017,896400
2017/3/6,826.950012,828.880005,822.400024,827.780029,827.780029,1109000
2017/3/7,827.400024,833.409973,826.52002,831.909973,831.909973,1037600
2017/3/8,833.51001,838.150024,831.789978,835.369995,835.369995,989800
2017/3/9,836,842,834.210022,838.679993,838.679993,1261500
2017/3/10,843.280029,844.909973,839.5,843.25,843.25,1704000
2017/3/13,844,848.684998,843.25,845.539978,845.539978,1223600
2017/3/14,843.640015,847.23999,840.799988,845.619995,845.619995,779900
2017/3/15,847.590027,848.630005,840.77002,847.200012,847.200012,1381500
2017/3/16,849.030029,850.849976,846.130005,848.780029,848.780029,977600
2017/3/17,851.609985,853.400024,847.109985,852.119995,852.119995,1712300
2017/3/20,850.01001,850.219971,845.150024,848.400024,848.400024,1231500
2017/3/21,851.400024,853.5,829.02002,830.460022,830.460022,2463500
2017/3/22,831.909973,835.549988,827.179993,829.590027,829.590027,1401500
2017/3/23,821,822.570007,812.257019,817.580017,817.580017,3487100
2017/3/24,820.080017,821.929993,808.890015,814.429993,814.429993,1981000
2017/3/27,806.950012,821.630005,803.369995,819.51001,819.51001,1894300
2017/3/28,820.409973,825.98999,814.026978,820.919983,820.919983,1620500
2017/3/29,825,832.765015,822.380005,831.409973,831.409973,1786300
2017/3/30,833.5,833.679993,829,831.5,831.5,1055300
2017/3/31,828.969971,831.640015,827.390015,829.559998,829.559998,1401900
2017/4/3,829.219971,840.849976,829.219971,838.549988,838.549988,1671500
2017/4/4,831.359985,835.179993,829.036011,834.570007,834.570007,1045400
2017/4/5,835.51001,842.450012,830.719971,831.409973,831.409973,1555300
2017/4/6,832.400024,836.390015,826.460022,827.880005,827.880005,1254400
2017/4/7,827.960022,828.484985,820.513,824.669983,824.669983,1057300
2017/4/10,825.390015,829.349976,823.77002,824.72998,824.72998,978900
2017/4/11,824.710022,827.427002,817.02002,823.349976,823.349976,1079700
2017/4/12,821.929993,826.659973,821.02002,824.320007,824.320007,900500
2017/4/13,822.140015,826.380005,821.440002,823.559998,823.559998,1122400
2017/4/17,825.01001,837.75,824.469971,837.169983,837.169983,895000
2017/4/18,834.219971,838.929993,832.710022,836.820007,836.820007,836700
2017/4/19,839.789978,842.219971,836.289978,838.210022,838.210022,954200
2017/4/20,841.440002,845.200012,839.320007,841.650024,841.650024,959000
2017/4/21,842.880005,843.880005,840.599976,843.190002,843.190002,1323600
2017/4/24,851.200012,863.450012,849.859985,862.76001,862.76001,1372500
2017/4/25,865,875,862.809998,872.299988,872.299988,1672000
2017/4/26,874.22998,876.049988,867.747986,871.72998,871.72998,1237200
2017/4/27,873.599976,875.400024,870.380005,874.25,874.25,2026800
2017/4/28,910.659973,916.849976,905.77002,905.960022,905.960022,3219500
2017/5/1,901.940002,915.679993,901.450012,912.570007,912.570007,2116000
2017/5/2,909.619995,920.77002,909.453003,916.440002,916.440002,1587200
2017/5/3,914.859985,928.099976,912.54303,927.039978,927.039978,1499500
2017/5/4,926.070007,935.929993,924.590027,931.659973,931.659973,1422100
2017/5/5,933.539978,934.900024,925.200012,927.130005,927.130005,1911300
2017/5/8,926.119995,936.924988,925.26001,934.299988,934.299988,1329800
2017/5/9,936.950012,937.5,929.530029,932.169983,932.169983,1581800
2017/5/10,931.97998,932,925.159973,928.780029,928.780029,1173900
2017/5/11,925.320007,932.530029,923.030029,930.599976,930.599976,835000
2017/5/12,931.530029,933.440002,927.849976,932.219971,932.219971,1050600
2017/5/15,932.950012,938.25,929.340027,937.080017,937.080017,1108100
2017/5/16,940,943.109985,937.580017,943,943,969500
2017/5/17,935.669983,939.333008,918.140015,919.619995,919.619995,2362100
2017/5/18,921,933.169983,918.75,930.23999,930.23999,1596900
2017/5/19,931.469971,937.755005,931,934.01001,934.01001,1393000
2017/5/22,935,941.882996,935,941.859985,941.859985,1120400
2017/5/23,947.919983,951.46698,942.575012,948.820007,948.820007,1270800
2017/5/24,952.97998,955.090027,949.5,954.960022,954.960022,1024800
2017/5/25,957.330017,972.629028,955.469971,969.539978,969.539978,1660500
2017/5/26,969.700012,974.97998,965.030029,971.469971,971.469971,1252000
2017/5/30,970.309998,976.200012,969.48999,975.880005,975.880005,1466700
2017/5/31,975.02002,979.27002,960.179993,964.859985,964.859985,2448100
2017/6/1,968.950012,971.5,960.01001,966.950012,966.950012,1410500
2017/6/2,969.460022,975.880005,966,975.599976,975.599976,1751000
2017/6/5,976.549988,986.909973,975.099976,983.679993,983.679993,1252100
2017/6/6,983.159973,988.25,975.140015,976.570007,976.570007,1814600
2017/6/7,980,983.97998,975.940002,980.940002,980.940002,1453900
2017/6/8,982.349976,984.570007,977.200012,983.409973,983.409973,1471500
2017/6/9,984.5,984.5,935.630005,949.830017,949.830017,3309400
2017/6/12,939.559998,949.35498,915.232971,942.900024,942.900024,3763500
2017/6/13,951.909973,959.97998,944.090027,953.400024,953.400024,2013300
2017/6/14,959.919983,961.150024,942.25,950.76001,950.76001,1489700
2017/6/15,933.969971,943.338989,924.440002,942.309998,942.309998,2133100
2017/6/16,940,942.039978,931.594971,939.780029,939.780029,3094700
2017/6/19,949.960022,959.98999,949.049988,957.369995,957.369995,1533300
2017/6/20,957.52002,961.619995,950.01001,950.630005,950.630005,1126000
2017/6/21,953.640015,960.099976,950.76001,959.450012,959.450012,1202200
2017/6/22,958.700012,960.719971,954.549988,957.090027,957.090027,941400
2017/6/23,956.830017,966,954.200012,965.590027,965.590027,1527900
2017/6/26,969.900024,973.309998,950.789978,952.27002,952.27002,1598400
2017/6/27,942.460022,948.289978,926.849976,927.330017,927.330017,2579900
2017/6/28,929,942.75,916,940.48999,940.48999,2721400
2017/6/29,929.919983,931.26001,910.619995,917.789978,917.789978,3299200
2017/6/30,926.049988,926.049988,908.309998,908.72998,908.72998,2090200
2017/7/3,912.179993,913.940002,894.789978,898.700012,898.700012,1709800
2017/7/5,901.76001,914.51001,898.5,911.710022,911.710022,1813900
2017/7/6,904.119995,914.94397,899.700012,906.690002,906.690002,1424500
2017/7/7,908.849976,921.539978,908.849976,918.590027,918.590027,1637800
2017/7/10,921.77002,930.380005,919.590027,928.799988,928.799988,1192800
2017/7/11,929.539978,931.429993,922,930.090027,930.090027,1113200
2017/7/12,938.679993,946.299988,934.469971,943.830017,943.830017,1532100
2017/7/13,946.289978,954.450012,943.01001,947.159973,947.159973,1294700
2017/7/14,952,956.909973,948.005005,955.98999,955.98999,1053800
2017/7/17,957,960.73999,949.241028,953.419983,953.419983,1165500
2017/7/18,953,968.039978,950.599976,965.400024,965.400024,1154000
2017/7/19,967.840027,973.039978,964.030029,970.890015,970.890015,1224500
2017/7/20,975,975.900024,961.51001,968.150024,968.150024,1624500
2017/7/21,962.25,973.22998,960.150024,972.919983,972.919983,1711000
2017/7/24,972.219971,986.200012,970.77002,980.340027,980.340027,3248300
2017/7/25,953.809998,959.700012,945.400024,950.700012,950.700012,4661000
2017/7/26,954.679993,955,942.278992,947.799988,947.799988,2088300
2017/7/27,951.780029,951.780029,920,934.090027,934.090027,3213000
2017/7/28,929.400024,943.830017,927.5,941.530029,941.530029,1846400
2017/7/31,941.890015,943.590027,926.039978,930.5,930.5,1970100
2017/8/1,932.380005,937.447021,929.26001,930.830017,930.830017,1277700
2017/8/2,928.609985,932.599976,916.679993,930.390015,930.390015,1824400
2017/8/3,930.340027,932.23999,922.23999,923.650024,923.650024,1202500
2017/8/4,926.75,930.307007,923.030029,927.960022,927.960022,1082300
2017/8/7,929.059998,931.700012,926.5,929.359985,929.359985,1032200
2017/8/8,927.090027,935.814026,925.609985,926.789978,926.789978,1061600
2017/8/9,920.609985,925.97998,917.25,922.900024,922.900024,1192100
2017/8/10,917.549988,919.26001,906.130005,907.23999,907.23999,1824000
2017/8/11,907.969971,917.780029,905.580017,914.390015,914.390015,1206800
2017/8/14,922.530029,924.66803,918.190002,922.669983,922.669983,1064500
2017/8/15,924.22998,926.549988,919.820007,922.219971,922.219971,883400
2017/8/16,925.289978,932.700012,923.445007,926.960022,926.960022,1006700
2017/8/17,925.780029,926.859985,910.97998,910.97998,910.97998,1277200
2017/8/18,910.309998,915.275024,907.153992,910.669983,910.669983,1342700
2017/8/21,910,913,903.400024,906.659973,906.659973,943400
2017/8/22,912.719971,925.859985,911.474976,924.690002,924.690002,1166700
2017/8/23,921.929993,929.929993,919.359985,927,927,1090200
2017/8/24,928.659973,930.840027,915.5,921.280029,921.280029,1270300
2017/8/25,923.48999,925.554993,915.5,915.890015,915.890015,1053400
2017/8/28,916,919.244995,911.869995,913.809998,913.809998,1086500
2017/8/29,905.099976,923.330017,905,921.289978,921.289978,1185600
2017/8/30,920.049988,930.81897,919.650024,929.570007,929.570007,1301200
2017/8/31,931.76001,941.97998,931.76001,939.330017,939.330017,1582600
2017/9/1,941.130005,942.47998,935.150024,937.340027,937.340027,947400
2017/9/5,933.080017,937,921.960022,928.450012,928.450012,1326400
2017/9/6,930.150024,930.914978,919.27002,927.809998,927.809998,1527700
2017/9/7,931.72998,936.409973,923.619995,935.950012,935.950012,1212700
2017/9/8,936.48999,936.98999,924.880005,926.5,926.5,1011500
2017/9/11,934.25,938.380005,926.919983,929.080017,929.080017,1267000
2017/9/12,932.590027,933.47998,923.861023,932.070007,932.070007,1134400
2017/9/13,930.659973,937.25,929.859985,935.090027,935.090027,1102600
2017/9/14,931.25,932.77002,924,925.109985,925.109985,1397600
2017/9/15,924.659973,926.48999,916.359985,920.289978,920.289978,2505400
2017/9/18,920.01001,922.080017,910.599976,915,915,1306900
2017/9/19,917.419983,922.419983,912.549988,921.809998,921.809998,936700
2017/9/20,922.97998,933.880005,922,931.580017,931.580017,1669800
2017/9/21,933,936.530029,923.830017,932.450012,932.450012,1290600
2017/9/22,927.75,934.72998,926.47998,928.530029,928.530029,1052700
2017/9/25,925.450012,926.400024,909.700012,920.969971,920.969971,1856800
2017/9/26,923.719971,930.820007,921.140015,924.859985,924.859985,1666900
2017/9/27,927.73999,949.900024,927.73999,944.48999,944.48999,2239400
2017/9/28,941.359985,950.690002,940.549988,949.5,949.5,1020300
2017/9/29,952,959.786011,951.51001,959.109985,959.109985,1581000
2017/10/2,959.97998,962.539978,947.840027,953.27002,953.27002,1283400
2017/10/3,954,958,949.140015,957.789978,957.789978,888300
2017/10/4,957,960.390015,950.690002,951.679993,951.679993,952400
2017/10/5,955.48999,970.909973,955.179993,969.960022,969.960022,1213800
2017/10/6,966.700012,979.460022,963.359985,978.890015,978.890015,1173900
2017/10/9,980,985.424988,976.109985,977,977,891400
2017/10/10,980,981.570007,966.080017,972.599976,972.599976,968400
2017/10/11,973.719971,990.710022,972.25,989.25,989.25,1693300
2017/10/12,987.450012,994.119995,985,987.830017,987.830017,1262400
2017/10/13,992,997.210022,989,989.679993,989.679993,1169800
2017/10/16,992.099976,993.906982,984,992,992,910500
2017/10/17,990.289978,996.440002,988.590027,992.179993,992.179993,1290200
2017/10/18,991.77002,996.719971,986.974976,992.809998,992.809998,1057600
2017/10/19,986,988.880005,978.390015,984.450012,984.450012,1313600
2017/10/20,989.440002,991,984.580017,988.200012,988.200012,1183200
2017/10/23,989.52002,989.52002,966.119995,968.450012,968.450012,1478400
2017/10/24,970,972.22998,961,970.539978,970.539978,1212200
2017/10/25,968.369995,976.090027,960.52002,973.330017,973.330017,1211300
2017/10/26,980,987.599976,972.200012,972.559998,972.559998,2042100
2017/10/27,1009.190002,1048.390015,1008.200012,1019.27002,1019.27002,5167700
2017/10/30,1014,1024.969971,1007.5,1017.109985,1017.109985,2085100
2017/10/31,1015.219971,1024,1010.419983,1016.640015,1016.640015,1330700
2017/11/1,1017.210022,1029.670044,1016.950012,1025.5,1025.5,1373444
